id,district,sq_mt_built,n_rooms,n_bathrooms,buy_price,buy_price_by_area
16346,Palomeras sureste,90.0,2,2,290000,3222
16345,Palomeras sureste,80.0,2,2,232000,2900
16342,San Diego,80.0,3,1,180000,2250
16341,San Diego,68.0,3,1,194000,2853
16338,Palomeras Bajas,133.0,3,2,165000,1241
16335,Numancia,73.0,2,1,205000,2808
16333,San Diego,58.0,1,1,157900,2722
16332,Palomeras sureste,128.0,3,2,380000,2969
16331,Palomeras sureste,67.0,1,1,215000,3209
16330,Palomeras sureste,115.0,3,2,340000,2957
16329,Palomeras sureste,92.0,2,2,240000,2609
16328,Palomeras sureste,47.0,2,1,170000,3617
16326,Puente de Vallecas,90.0,4,1,173000,1922
16323,Numancia,70.0,3,1,150000,2143
16322,Numancia,58.0,2,1,138000,2379
16321,San Diego,126.0,4,2,210000,1667
16320,Numancia,56.0,2,1,142500,2545
16319,Palomeras Bajas,92.0,3,1,155000,1685
16318,Numancia,106.0,3,1,183000,1726
16317,Palomeras Bajas,84.0,4,1,145000,1726
16315,Numancia,133.0,3,2,275000,2068
16314,San Diego,95.0,2,2,229500,2416
16313,Palomeras sureste,127.0,4,2,229990,1811
16312,San Diego,80.0,1,2,225000,2812
16311,Puente de Vallecas,68.0,3,1,148000,2176
16310,Puente de Vallecas,122.0,2,1,242000,1984
16309,Palomeras Bajas,98.0,3,2,245000,2500
16308,San Diego,77.0,2,2,184500,2396
16306,Puente de Vallecas,76.0,2,1,140900,1854
16305,Numancia,99.0,3,2,245000,2475
16304,Palomeras sureste,105.0,3,2,190000,1810
16303,Numancia,85.0,2,1,180000,2118
16302,Numancia,74.0,3,1,147400,1992
16300,Puente de Vallecas,85.0,2,2,210000,2471
16299,Palomeras sureste,73.0,2,1,263000,3603
16298,Palomeras sureste,111.0,3,2,411000,3703
16297,Palomeras sureste,86.0,2,2,249000,2895
16292,San Diego,90.0,4,2,145000,1611
16291,Entrevías,70.0,3,1,135000,1929
16288,Palomeras Bajas,90.0,3,2,195000,2167
16287,San Diego,83.0,2,1,210000,2530
16286,Numancia,135.0,3,2,364000,2696
16283,Entrevías,86.0,3,1,156000,1814
16281,San Diego,56.0,2,1,147000,2625
16280,Numancia,105.0,3,1,312000,2971
16279,San Diego,301.0,4,2,506000,1681
16275,Palomeras sureste,100.0,3,2,210000,2100
16272,Palomeras Bajas,75.0,3,1,140000,1867
16271,San Diego,85.0,1,1,225000,2647
16270,Numancia,126.0,4,2,255000,2024
16266,Portazgo,82.0,2,1,155000,1890
16264,Numancia,73.0,3,1,160000,2192
16263,Palomeras sureste,143.0,4,2,305000,2133
16262,Portazgo,79.0,3,1,149000,1886
16258,San Diego,63.0,2,1,141050,2239
16257,Puente de Vallecas,125.0,4,2,279000,2232
16251,Numancia,100.0,3,2,139000,1390
16249,Puente de Vallecas,91.0,3,1,199000,2187
16247,Portazgo,66.0,3,1,135500,2053
16246,Entrevías,106.0,3,1,146630,1383
16244,Palomeras Bajas,84.0,3,1,160000,1905
16242,Numancia,110.0,3,2,199000,1809
16236,Palomeras Bajas,73.0,2,1,226000,3096
16234,Palomeras Bajas,58.0,1,1,145000,2500
16233,Palomeras Bajas,77.0,2,1,236000,3065
16232,Palomeras Bajas,78.0,2,1,177000,2269
16231,Palomeras Bajas,59.0,1,1,151000,2559
16230,Palomeras Bajas,72.0,2,1,172000,2389
16229,Palomeras Bajas,78.0,2,1,184000,2359
16228,Palomeras Bajas,59.0,1,1,145000,2458
16225,Portazgo,97.0,3,2,179000,1845
16223,Entrevías,120.0,3,1,144999,1208
16220,Portazgo,78.0,3,1,139000,1782
16219,Portazgo,76.0,3,1,185000,2434
16215,Palomeras Bajas,85.0,3,1,145000,1706
16214,Palomeras sureste,76.0,2,1,140900,1854
16211,San Diego,69.0,3,1,135000,1957
16210,Entrevías,150.0,5,2,166000,1107
16209,Portazgo,88.0,3,2,179000,2034
16205,Numancia,69.0,3,1,140000,2029
16204,Numancia,91.0,3,1,189500,2082
16203,Palomeras sureste,111.0,2,2,310000,2793
16200,Palomeras Bajas,61.0,2,1,138500,2270
16199,Numancia,81.0,2,1,154000,1901
16198,Palomeras sureste,125.0,4,2,165000,1320
16197,Entrevías,105.0,2,1,160000,1524
16194,Palomeras sureste,81.0,2,1,140900,1740
16192,Puente de Vallecas,76.0,2,1,135000,1776
16190,Palomeras Bajas,146.0,4,2,395000,2705
16189,Puente de Vallecas,100.0,3,2,203000,2030
16187,Palomeras Bajas,62.0,1,1,135000,2177
16185,Palomeras sureste,113.0,3,2,249000,2204
16184,Palomeras sureste,56.0,1,1,142000,2536
16181,Palomeras Bajas,78.0,2,1,198000,2538
16180,Palomeras Bajas,78.0,2,1,231000,2962
16179,Palomeras Bajas,58.0,1,1,139000,2397
16178,San Diego,63.0,2,1,185000,2937
16175,Puente de Vallecas,485.0,3,2,260000,536
16174,Numancia,100.0,3,1,190000,1900
16173,Palomeras sureste,60.0,1,1,220000,3667
16172,Palomeras sureste,75.0,1,1,220000,2933
16171,Numancia,100.0,3,2,230000,2300
16168,Palomeras Bajas,132.0,3,2,229900,1742
16166,Puente de Vallecas,81.0,1,1,191000,2358
16164,Palomeras Bajas,80.0,3,1,185000,2312
16163,Numancia,90.0,3,2,229000,2544
16162,Puente de Vallecas,301.0,5,3,460000,1528
16161,Puente de Vallecas,102.0,3,2,154999,1520
16160,Entrevías,85.0,3,2,185000,2176
16158,Numancia,75.0,3,1,150000,2000
16154,Palomeras sureste,89.0,3,2,230000,2584
16153,Puente de Vallecas,80.0,2,1,155000,1938
16151,Numancia,90.0,3,2,215000,2389
16148,Numancia,130.0,2,3,450000,3462
16147,Portazgo,103.0,3,2,175000,1699
16146,Numancia,82.0,2,1,160000,1951
16145,Palomeras Bajas,83.0,2,1,189000,2277
16144,Palomeras sureste,110.0,4,2,159000,1445
16142,Numancia,75.0,3,1,150000,2000
16138,Palomeras sureste,63.0,2,1,160000,2540
16135,Palomeras sureste,53.0,1,1,158000,2981
16133,Palomeras Bajas,70.0,1,1,145000,2071
16132,Palomeras Bajas,103.0,2,2,235000,2282
16131,Palomeras Bajas,68.0,1,1,150000,2206
16128,Palomeras Bajas,68.0,1,1,145000,2132
16126,Palomeras sureste,90.0,2,2,269000,2989
16123,Portazgo,105.0,3,2,182100,1734
16122,Numancia,62.0,3,1,164000,2645
16117,Portazgo,85.0,3,2,156000,1835
16116,Numancia,90.0,3,2,185000,2056
16115,Palomeras sureste,99.0,3,2,154000,1556
16114,San Diego,83.0,2,1,160000,1928
16113,Numancia,77.0,2,1,149000,1935
16112,Puente de Vallecas,115.0,4,2,163500,1422
16110,Numancia,81.0,3,1,209000,2580
16107,Puente de Vallecas,116.0,4,2,232000,2000
16106,Puente de Vallecas,91.0,3,2,141000,1549
16103,Puente de Vallecas,83.0,3,1,158470,1909
16097,Palomeras sureste,94.0,3,2,348000,3702
16095,Portazgo,75.0,3,1,155000,2067
16090,San Diego,280.0,5,4,389900,1392
16088,Numancia,47.0,1,1,144000,3064
16084,Palomeras Bajas,80.0,3,1,215000,2688
16083,San Diego,117.0,3,1,150000,1282
16082,Numancia,85.0,4,1,160000,1882
16080,Numancia,82.0,4,2,159000,1939
16077,Numancia,62.0,1,1,138000,2226
16072,Portazgo,86.0,3,2,199000,2314
16071,San Diego,81.0,3,1,139000,1716
16070,Entrevías,69.0,3,2,136500,1978
16069,Palomeras sureste,78.0,2,2,219900,2819
16067,Puente de Vallecas,184.0,4,3,265000,1440
16066,Puente de Vallecas,75.0,2,2,205000,2733
16064,Numancia,98.0,3,2,215000,2194
16062,Numancia,75.0,2,1,135000,1800
16060,San Diego,98.0,3,1,138000,1408
16059,Puente de Vallecas,110.0,3,1,215000,1955
16058,Numancia,137.0,3,2,259000,1891
16057,San Diego,50.0,1,1,175000,3500
16056,Palomeras sureste,90.0,2,2,236000,2622
16054,Numancia,109.0,2,2,199000,1826
16053,Numancia,86.0,3,1,165000,1919
16051,Palomeras sureste,100.0,3,2,180000,1800
16050,San Diego,82.0,3,1,139000,1695
16049,San Diego,80.0,3,2,165000,2062
16048,San Diego,65.0,2,2,159000,2446
16045,Puente de Vallecas,68.0,1,1,179000,2632
16044,Puente de Vallecas,128.0,4,2,255000,1992
16043,Palomeras Bajas,146.0,4,2,395000,2705
16042,Palomeras sureste,57.0,2,1,170000,2982
16041,Palomeras Bajas,92.0,3,2,280000,3043
16040,San Diego,125.0,3,2,190000,1520
16039,Puente de Vallecas,50.0,2,1,145000,2900
16038,San Diego,93.0,3,1,187000,2011
16037,Numancia,64.0,2,1,168000,2625
16036,Portazgo,60.0,2,1,145000,2417
16034,Puente de Vallecas,69.0,3,1,136400,1977
16032,Aravaca,103.0,2,2,420000,4078
16031,Argüelles,193.0,5,3,900000,4663
16030,Argüelles,208.0,4,2,930000,4471
16029,Moncloa,214.0,5,5,1400000,6542
16027,Valdezarza,73.0,3,1,193000,2644
16026,Moncloa,60.0,1,1,289000,4817
16025,Argüelles,95.0,3,1,580000,6105
16024,Aravaca,117.0,3,2,520000,4444
16023,Moncloa,500.0,5,4,1350000,2700
16022,Aravaca,400.0,5,5,1250000,3125
16021,Aravaca,120.0,3,2,495000,4125
16020,Ciudad Universitaria,98.0,1,1,398000,4061
16019,Argüelles,46.0,1,1,395000,8587
16018,Argüelles,44.0,1,1,420000,9545
16017,Argüelles,53.0,1,1,475000,8962
16016,Argüelles,53.0,1,1,485000,9151
16013,Moncloa,231.0,4,4,990000,4286
16012,Moncloa,350.0,6,6,1390000,3971
16011,Moncloa,390.0,4,5,1090000,2795
16010,Valdezarza,55.0,2,1,179000,3255
16008,Ciudad Universitaria,114.0,3,2,440000,3860
16007,Valdezarza,73.0,3,1,259000,3548
16006,Moncloa,307.0,5,4,1350000,4397
16005,Valdezarza,70.0,1,2,139999,2000
16004,Argüelles,100.0,2,2,650000,6500
16002,Moncloa,82.0,3,2,320000,3902
16001,Moncloa,396.0,5,4,1350000,3409
16000,Ciudad Universitaria,211.0,3,3,885000,4194
15998,Moncloa,110.0,3,2,515000,4682
15997,Aravaca,314.0,4,4,675000,2150
15996,Moncloa,184.0,4,3,785000,4266
15995,Moncloa,500.0,5,5,1350000,2700
15993,Fontarrón,68.0,2,1,159000,2338
15992,Fontarrón,80.0,3,1,196900,2461
15991,Fontarrón,66.0,3,1,135000,2045
15989,Vinateros,67.0,2,1,249600,3725
15988,Vinateros,96.0,3,2,268000,2792
15987,Fontarrón,90.0,3,2,209900,2332
15986,Marroquina,103.0,3,2,169000,1641
15985,Media Legua,102.0,2,2,305000,2990
15984,Vinateros,85.0,3,1,189900,2234
15983,Media Legua,110.0,3,2,400000,3636
15982,Marroquina,65.0,3,1,220000,3385
15981,Marroquina,85.0,3,2,288000,3388
15980,Marroquina,98.0,3,2,239900,2448
15979,Fontarrón,128.0,3,2,310000,2422
15978,Vinateros,90.0,3,1,210000,2333
15977,Marroquina,54.0,2,1,155000,2870
15976,Fontarrón,60.0,2,1,148000,2467
15975,Media Legua,82.0,3,2,275000,3354
15974,Marroquina,50.0,2,1,135000,2700
15973,Marroquina,95.0,3,2,249000,2621
15972,Moratalaz,88.0,3,2,149000,1693
15971,Vinateros,75.0,3,1,219000,2920
15970,Moratalaz,62.0,3,1,149900,2418
15969,Marroquina,93.0,3,2,345000,3710
15968,Horcajo,170.0,3,2,450000,2647
15967,Fontarrón,70.0,3,2,179000,2557
15966,Marroquina,123.0,3,2,575000,4675
15965,Vinateros,60.0,3,1,148000,2467
15964,Marroquina,108.0,3,2,345000,3194
15963,Marroquina,65.0,3,1,220000,3385
15962,Moratalaz,140.0,4,2,310000,2214
15961,Vinateros,101.0,3,2,279450,2767
15960,Media Legua,100.0,3,2,155000,1550
15959,Media Legua,100.0,3,2,155000,1550
15958,Media Legua,51.0,2,1,150000,2941
15957,Vinateros,101.0,3,2,279000,2762
15956,Moratalaz,94.0,3,2,151000,1606
15955,Fontarrón,91.0,3,1,209000,2297
15953,Marroquina,47.0,2,1,155000,3298
15952,Media Legua,71.0,3,1,161000,2268
15951,Vinateros,80.0,2,1,183000,2288
15950,Marroquina,115.0,3,2,380000,3304
15948,Media Legua,71.0,3,1,161000,2268
15947,Pavones,99.0,3,2,226000,2283
15946,Marroquina,64.0,3,1,220000,3438
15945,Media Legua,80.0,4,1,189000,2362
15944,Vinateros,112.0,3,2,280000,2500
15943,Marroquina,129.0,3,2,375000,2907
15942,Moratalaz,122.0,3,2,385000,3156
15941,Media Legua,113.0,3,2,350000,3097
15940,Moratalaz,94.0,3,2,161000,1713
15939,Vinateros,75.0,2,1,196900,2625
15938,Horcajo,105.0,4,2,345000,3286
15937,Moratalaz,75.0,2,1,258000,3440
15936,Marroquina,133.0,4,2,399000,3000
15935,Marroquina,136.0,4,2,380000,2794
15932,Vinateros,94.0,3,2,299000,3181
15931,Vinateros,65.0,2,1,139000,2138
15929,Vinateros,64.0,3,1,139900,2186
15928,Vinateros,94.0,3,1,239000,2543
15927,Media Legua,94.0,4,3,299000,3181
15926,Marroquina,110.0,4,2,423000,3845
15925,Fontarrón,100.0,4,2,195000,1950
15924,Pavones,113.0,4,2,275000,2434
15923,Marroquina,90.0,3,2,269000,2989
15922,Marroquina,93.0,3,2,289000,3108
15921,Vinateros,65.0,3,1,148500,2285
15920,Marroquina,93.0,3,2,258000,2774
15919,Fontarrón,100.0,3,1,235000,2350
15918,Pavones,110.0,4,2,319000,2900
15917,Fontarrón,58.0,3,2,155000,2672
15916,Media Legua,115.0,4,2,299000,2600
15915,Moratalaz,109.0,4,2,349000,3202
15914,Marroquina,156.0,3,2,375000,2404
15913,Fontarrón,100.0,4,2,195000,1950
15912,Marroquina,92.0,3,2,260000,2826
15911,Moratalaz,73.0,3,1,154000,2110
15910,Marroquina,41.0,1,1,149900,3656
15909,Marroquina,90.0,3,2,275000,3056
15908,Marroquina,142.0,4,2,360000,2535
15906,Fontarrón,74.0,3,1,149000,2014
15905,Vinateros,60.0,2,1,170000,2833
15904,Vinateros,85.0,3,1,167000,1965
15903,Vinateros,65.0,2,1,180000,2769
15902,Marroquina,50.0,2,1,150000,3000
15901,Fontarrón,74.0,3,1,168000,2270
15900,Moratalaz,50.0,2,1,155000,3100
15899,Marroquina,51.0,2,1,140000,2745
15898,Media Legua,49.0,2,1,148000,3020
15897,Vinateros,112.0,4,2,250000,2232
15896,Marroquina,52.0,2,1,150000,2885
15895,Moratalaz,100.0,4,1,195000,1950
15894,Media Legua,60.0,2,1,139900,2332
15893,Moratalaz,90.0,3,1,220000,2444
15892,Pavones,69.0,1,1,177000,2565
15890,Fontarrón,93.0,3,2,250000,2688
15889,Fontarrón,78.0,3,1,140000,1795
15888,Marroquina,90.0,3,2,259000,2878
15887,Marroquina,90.0,3,2,259000,2878
15886,Fontarrón,135.0,4,2,360000,2667
15885,Media Legua,96.0,3,2,246000,2562
15884,Moratalaz,93.0,3,2,276000,2968
15883,Moratalaz,85.0,3,1,210000,2471
15882,Moratalaz,74.0,3,1,185000,2500
15881,Vinateros,73.0,3,1,175000,2397
15879,Media Legua,141.0,3,2,170000,1206
15878,Marroquina,95.0,3,2,270000,2842
15877,Marroquina,50.0,2,1,155000,3100
15876,Fontarrón,73.0,3,1,176000,2411
15875,Fontarrón,71.0,3,1,135000,1901
15874,Fontarrón,70.0,3,1,149000,2129
15873,Fontarrón,80.0,3,1,166900,2086
15872,Fontarrón,68.0,3,2,168300,2475
15870,Vinateros,96.0,3,2,280000,2917
15869,Marroquina,140.0,4,2,379000,2707
15868,Marroquina,93.0,3,1,277000,2978
15867,Horcajo,85.0,2,2,297000,3494
15866,Horcajo,134.0,4,2,425000,3172
15865,Media Legua,174.0,4,3,825000,4741
15864,Pavones,100.0,3,1,205000,2050
15863,Media Legua,81.0,4,1,170000,2099
15862,Media Legua,92.0,3,2,220000,2391
15861,Marroquina,50.0,2,1,155000,3100
15860,Fontarrón,100.0,4,2,195000,1950
15859,Fontarrón,62.0,3,1,147000,2371
15858,Moratalaz,65.0,3,1,220000,3385
15857,Vinateros,85.0,3,1,167000,1965
15856,Fontarrón,68.0,3,2,168300,2475
15855,Fontarrón,93.0,3,2,250000,2688
15854,Marroquina,110.0,3,2,409000,3718
15853,Marroquina,111.0,3,2,247000,2225
15852,Pavones,87.0,3,1,159000,1828
15851,Vinateros,98.0,3,2,310000,3163
15850,Fontarrón,71.0,3,1,159000,2239
15848,Marroquina,129.0,3,2,425000,3295
15847,Vinateros,100.0,3,1,400000,4000
15846,Marroquina,152.0,4,2,354999,2336
15845,Moratalaz,60.0,2,1,145000,2417
15844,Pavones,60.0,2,1,159000,2650
15843,Horcajo,163.0,1,1,417000,2558
15842,Marroquina,50.0,2,1,150000,3000
15841,Media Legua,163.0,1,1,417000,2558
15840,Fontarrón,75.0,3,1,160000,2133
15839,Pavones,78.0,3,2,175000,2244
15838,Fontarrón,70.0,3,1,135000,1929
15837,Fontarrón,82.0,4,4,195000,2378
15836,Marroquina,115.0,3,2,285000,2478
15835,Vinateros,86.0,3,2,229000,2663
15834,Moratalaz,94.0,3,2,270000,2872
15833,Moratalaz,102.0,2,2,305000,2990
15832,Moratalaz,80.0,2,1,255000,3188
15831,Vinateros,62.0,3,1,135989,2193
15830,Pavones,57.0,3,1,155000,2719
15828,Vinateros,55.0,2,1,155000,2818
15827,Fontarrón,62.0,3,1,140000,2258
15825,Media Legua,110.0,3,2,400000,3636
15824,Vinateros,97.0,3,2,220000,2268
15823,Marroquina,93.0,3,1,277000,2978
15821,Media Legua,145.0,3,2,160000,1103
15820,Marroquina,92.0,3,2,259000,2815
15819,Vinateros,85.0,3,1,278000,3271
15818,Marroquina,50.0,3,1,180000,3600
15817,Vinateros,66.0,2,1,159950,2423
15816,Marroquina,95.0,3,2,265000,2789
15815,Marroquina,140.0,4,2,390000,2786
15814,Moratalaz,52.0,2,1,160000,3077
15813,Moratalaz,128.0,4,2,394999,3086
15812,Marroquina,93.0,3,2,230000,2473
15811,Marroquina,45.0,2,1,155000,3444
15810,Marroquina,93.0,3,1,275000,2957
15809,Fontarrón,71.0,3,1,165000,2324
15808,Fontarrón,70.0,4,1,190000,2714
15807,Vinateros,50.0,3,2,200000,4000
15806,Vinateros,92.0,3,1,135000,1467
15805,Horcajo,47.0,1,1,135000,2872
15804,Fontarrón,75.0,2,1,150000,2000
15803,Fontarrón,99.0,3,2,266000,2687
15802,Marroquina,133.0,4,2,399000,3000
15801,Moratalaz,95.0,3,2,255000,2684
15800,Moratalaz,101.0,3,2,151000,1495
15799,Fontarrón,71.0,3,1,230000,3239
15798,Vinateros,101.0,3,2,279845,2771
15797,Media Legua,110.0,3,2,400000,3636
15796,Vinateros,101.0,3,2,279845,2771
15795,Fontarrón,87.0,4,1,190000,2184
15794,Media Legua,264.0,5,3,750000,2841
15792,Marroquina,90.0,3,2,263000,2922
15791,Fontarrón,127.0,4,2,353000,2780
15790,Moratalaz,61.0,3,1,144000,2361
15789,Horcajo,170.0,3,2,450000,2647
15788,Marroquina,52.0,2,1,155000,2981
15787,Fontarrón,72.0,3,1,150000,2083
15786,Marroquina,133.0,4,2,399000,3000
15785,Vinateros,73.0,3,1,190000,2603
15784,Horcajo,170.0,3,2,450000,2647
15783,Media Legua,110.0,4,2,350000,3182
15782,Fontarrón,75.0,3,1,170000,2267
15780,Vinateros,95.0,3,2,190000,2000
15779,Fontarrón,62.0,3,1,149900,2418
15778,Media Legua,115.0,3,2,430000,3739
15777,Fontarrón,75.0,3,1,165000,2200
15776,Media Legua,220.0,4,3,620000,2818
15775,Vinateros,74.0,2,1,198000,2676
15774,Media Legua,193.0,4,2,530000,2746
15773,Pavones,67.0,3,2,139000,2075
15772,Fontarrón,73.0,3,1,154000,2110
15770,Marroquina,90.0,2,1,305000,3389
15767,Media Legua,90.0,3,1,175000,1944
15766,Fontarrón,72.0,3,1,159000,2208
15765,Media Legua,117.0,3,2,165000,1410
15764,Fontarrón,78.0,3,1,160000,2051
15763,Horcajo,180.0,5,3,700000,3889
15762,Marroquina,110.0,4,2,430000,3909
15761,Marroquina,142.0,4,2,360000,2535
15760,Media Legua,99.0,3,2,355000,3586
15759,Horcajo,162.0,4,3,425000,2623
15758,Fontarrón,58.0,2,1,149000,2569
15756,Marroquina,136.0,4,2,360000,2647
15754,Fontarrón,62.0,3,1,140000,2258
15753,Fontarrón,100.0,4,2,195000,1950
15752,Marroquina,90.0,3,2,299000,3322
15751,Marroquina,60.0,3,1,160000,2667
15750,Marroquina,90.0,3,2,165000,1833
15749,Moratalaz,120.0,3,2,345000,2875
15748,Fontarrón,61.0,3,1,140000,2295
15747,Marroquina,92.0,3,2,265000,2880
15746,Fontarrón,95.0,3,1,222000,2337
15745,Media Legua,144.0,3,2,450000,3125
15744,Media Legua,98.0,3,2,390000,3980
15743,Fontarrón,122.0,3,2,215000,1762
15742,Moratalaz,92.0,3,2,259000,2815
15741,Moratalaz,60.0,3,1,140000,2333
15739,Latina,88.0,3,2,198000,2250
15737,Puerta del Ángel,77.0,2,1,295000,3831
15734,Puerta del Ángel,42.0,2,1,168000,4000
15733,Aluche,79.0,0,1,165000,2089
15732,Águilas,80.0,2,1,210000,2625
15731,Lucero,85.0,2,2,225000,2647
15730,Puerta del Ángel,86.0,4,1,265000,3081
15729,Puerta del Ángel,88.0,2,1,196000,2227
15728,Aluche,110.0,4,2,269000,2445
15727,Aluche,150.0,4,2,399990,2667
15726,Lucero,93.0,3,1,219000,2355
15725,Lucero,65.0,3,1,156000,2400
15724,Aluche,102.0,4,2,285000,2794
15723,Lucero,71.0,4,2,305000,4296
15722,Lucero,136.0,4,2,369000,2713
15721,Puerta del Ángel,86.0,2,2,325000,3779
15720,Puerta del Ángel,75.0,3,1,210000,2800
15719,Aluche,112.0,4,2,259000,2312
15718,Los Cármenes,72.0,2,1,230000,3194
15717,Los Cármenes,47.0,1,1,157000,3340
15716,Los Cármenes,74.0,2,1,233000,3149
15715,Los Cármenes,73.0,2,1,243000,3329
15714,Puerta del Ángel,50.0,2,1,157000,3140
15712,Puerta del Ángel,67.0,3,1,149500,2231
15711,Los Cármenes,80.0,3,1,135000,1688
15710,Puerta del Ángel,65.0,2,1,138000,2123
15706,Puerta del Ángel,90.0,3,1,260000,2889
15705,Puerta del Ángel,88.0,3,2,181000,2057
15704,Puerta del Ángel,164.0,4,2,550000,3354
15703,Aluche,73.0,2,1,139000,1904
15701,Puerta del Ángel,95.0,3,2,250000,2632
15700,Aluche,55.0,2,1,140000,2545
15699,Lucero,68.0,1,1,165500,2434
15698,Lucero,85.0,2,2,285000,3353
15697,Aluche,57.0,3,1,167000,2930
15696,Puerta del Ángel,67.0,0,1,235000,3507
15694,Águilas,73.0,3,1,179000,2452
15692,Puerta del Ángel,75.0,3,1,180000,2400
15691,Cuatro Vientos,68.0,1,2,169000,2485
15690,Aluche,75.0,3,1,195000,2600
15689,Aluche,140.0,4,2,420000,3000
15682,Aluche,88.0,3,2,198000,2250
15681,Aluche,65.0,3,1,159000,2446
15680,Águilas,92.0,3,1,234900,2553
15679,Puerta del Ángel,40.0,1,1,155000,3875
15677,Puerta del Ángel,83.0,3,1,180000,2169
15675,Los Cármenes,72.0,2,1,230000,3194
15674,Los Cármenes,50.0,1,1,157000,3140
15672,Puerta del Ángel,96.0,2,2,220000,2292
15671,Campamento,80.0,3,1,139000,1738
15669,Lucero,55.0,2,1,139000,2527
15668,Lucero,74.0,2,1,180000,2432
15667,Puerta del Ángel,83.0,3,1,260000,3133
15665,Lucero,109.0,3,2,393500,3610
15662,Águilas,75.0,3,1,170000,2267
15661,Lucero,68.0,1,1,167000,2456
15660,Puerta del Ángel,70.0,2,1,165000,2357
15658,Puerta del Ángel,65.0,3,1,165000,2538
15657,Lucero,107.0,3,2,365000,3411
15656,Lucero,59.0,2,1,150000,2542
15655,Puerta del Ángel,62.0,3,1,148270,2391
15650,Los Cármenes,75.0,2,1,238000,3173
15649,Puerta del Ángel,74.0,3,1,197260,2666
15648,Aluche,76.0,3,1,154000,2026
15647,Águilas,75.0,3,1,135000,1800
15646,Águilas,75.0,3,1,144000,1920
15645,Lucero,109.0,3,2,298000,2734
15644,Los Cármenes,69.0,3,1,225000,3261
15642,Lucero,78.0,2,1,288000,3692
15641,Lucero,95.0,2,2,360000,3789
15640,Águilas,67.0,3,1,149000,2224
15637,Aluche,140.0,4,2,420000,3000
15636,Lucero,107.0,3,2,365000,3411
15635,Los Cármenes,140.0,4,3,475000,3393
15634,Lucero,57.0,1,1,161000,2825
15633,Puerta del Ángel,70.0,2,1,235000,3357
15632,Lucero,75.0,3,1,249000,3320
15631,Lucero,70.0,3,1,183000,2614
15630,Lucero,100.0,3,2,260000,2600
15629,Lucero,115.0,3,3,370000,3217
15628,Lucero,90.0,2,2,330000,3667
15627,Aluche,84.0,3,1,194000,2310
15626,Lucero,140.0,4,2,370000,2643
15623,Aluche,87.0,3,2,198000,2276
15622,Puerta del Ángel,62.0,2,1,180000,2903
15621,Puerta del Ángel,53.0,2,1,240000,4528
15617,Lucero,74.0,3,1,139000,1878
15616,Puerta del Ángel,52.0,1,1,165000,3173
15614,Latina,90.0,3,1,140000,1556
15612,Puerta del Ángel,52.0,2,1,135000,2596
15611,Lucero,95.0,3,1,168000,1768
15609,Aluche,80.0,3,1,160000,2000
15608,Los Cármenes,85.0,3,1,149990,1765
15606,Águilas,75.0,2,1,175000,2333
15604,Lucero,50.0,1,1,187000,3740
15603,Lucero,91.0,3,2,328000,3604
15602,Lucero,80.0,2,2,253000,3162
15601,Puerta del Ángel,75.0,2,1,230000,3067
15600,Puerta del Ángel,61.0,3,1,169000,2770
15599,Latina,78.0,2,1,140000,1795
15598,Campamento,97.0,3,2,297150,3063
15597,Los Cármenes,90.0,3,1,260000,2889
15596,Aluche,79.0,3,1,198000,2506
15595,Puerta del Ángel,66.0,3,1,165000,2500
15594,Lucero,90.0,2,2,340000,3778
15590,Aluche,67.0,2,1,149000,2224
15587,Lucero,74.0,2,2,165000,2230
15586,Aluche,77.0,3,1,169900,2206
15585,Lucero,98.0,3,1,230000,2347
15584,Los Cármenes,90.0,3,2,363000,4033
15583,Águilas,75.0,3,1,184000,2453
15581,Puerta del Ángel,105.0,3,2,450000,4286
15580,Puerta del Ángel,75.0,3,1,380000,5067
15579,Águilas,113.0,3,1,240000,2124
15578,Aluche,133.0,4,2,370000,2782
15577,Aluche,80.0,3,1,225000,2812
15574,Lucero,62.0,3,1,150000,2419
15572,Los Cármenes,110.0,3,2,299000,2718
15568,Latina,101.0,4,1,220000,2178
15567,Latina,75.0,3,1,202000,2693
15566,Latina,73.0,3,1,180000,2466
15565,Puerta del Ángel,55.0,1,1,175000,3182
15564,Puerta del Ángel,63.0,2,1,220000,3492
15562,Latina,87.0,3,2,198000,2276
15561,Aluche,80.0,3,2,170000,2125
15558,Aluche,110.0,3,1,255000,2318
15557,Latina,79.0,2,1,179000,2266
15556,Aluche,60.0,2,1,160000,2667
15555,Campamento,168.0,5,2,399999,2381
15554,Los Cármenes,99.0,3,1,336000,3394
15553,Puerta del Ángel,55.0,1,2,207000,3764
15552,Campamento,168.0,5,2,400000,2381
15551,Lucero,80.0,3,1,155000,1938
15550,Águilas,78.0,3,1,165000,2115
15549,Lucero,82.0,2,2,305000,3720
15547,Campamento,120.0,4,2,260000,2167
15546,Latina,114.0,3,1,325000,2851
15545,Puerta del Ángel,45.0,1,1,155000,3444
15540,Aluche,200.0,4,2,414900,2074
15538,Puerta del Ángel,44.0,1,1,156000,3545
15537,Aluche,66.0,3,1,139900,2120
15536,Puerta del Ángel,114.0,4,2,350000,3070
15535,Lucero,80.0,3,1,159000,1988
15534,Lucero,90.0,3,2,209000,2322
15533,Águilas,150.0,3,2,190000,1267
15532,Los Cármenes,120.0,4,2,205000,1708
