id,district,sq_mt_built,n_rooms,n_bathrooms,buy_price,buy_price_by_area
13038,Peñagrande,65.0,2,1,155000,2385
13037,Tres Olivos - Valverde,57.0,1,1,200000,3509
13036,Fuentelarreina,92.0,2,1,418000,4543
13035,Montecarmelo,101.0,2,2,437000,4327
13034,Pilar,52.0,2,1,135000,2596
13033,Fuentelarreina,172.0,4,3,575000,3343
13032,Mirasierra,180.0,4,3,810000,4500
13031,Peñagrande,177.0,3,3,700000,3955
13029,Montecarmelo,149.0,4,2,660000,4430
13028,Peñagrande,292.0,6,4,880000,3014
13027,La Paz,75.0,3,1,254999,3400
13026,Pilar,55.0,2,1,215000,3909
13025,Las Tablas,84.0,2,2,384000,4571
13024,Peñagrande,70.0,3,1,199900,2856
13023,Mirasierra,174.0,3,2,740000,4253
13022,Pilar,52.0,2,1,191000,3673
13021,Las Tablas,123.0,2,2,424000,3447
13020,La Paz,170.0,4,2,580000,3412
13019,Las Tablas,132.0,3,2,535000,4053
13018,La Paz,140.0,4,2,519999,3714
13017,Montecarmelo,350.0,6,5,1175000,3357
13016,Mirasierra,146.0,3,2,570000,3904
13015,Las Tablas,120.0,4,3,510000,4250
13014,Fuencarral,360.0,5,4,990000,2750
13013,La Paz,122.0,3,2,375000,3074
13012,Peñagrande,372.0,5,4,849000,2282
13011,Fuencarral,121.0,3,2,519000,4289
13009,Fuencarral,350.0,5,6,1450000,4143
13008,Fuencarral,89.0,3,2,395000,4438
13007,Montecarmelo,69.0,2,2,420000,6087
13006,Pilar,100.0,3,2,250000,2500
13005,Peñagrande,255.0,5,4,710000,2784
13004,Las Tablas,126.0,3,2,560000,4444
13003,Montecarmelo,69.0,2,2,420000,6087
13002,Tres Olivos - Valverde,150.0,4,2,399000,2660
13001,La Paz,73.0,3,1,290000,3973
13000,Tres Olivos - Valverde,70.0,2,2,235000,3357
12999,Peñagrande,488.0,7,6,990000,2029
12998,Peñagrande,400.0,5,4,850000,2125
12997,Peñagrande,400.0,6,6,900000,2250
12996,Pilar,113.0,3,1,245000,2168
12995,Peñagrande,120.0,3,2,460000,3833
12994,Montecarmelo,380.0,6,5,1175000,3092
12993,Pilar,57.0,2,1,175000,3070
12992,Peñagrande,360.0,5,4,650000,1806
12991,La Paz,150.0,3,3,620000,4133
12990,Tres Olivos - Valverde,570.0,3,3,1300000,2281
12989,La Paz,260.0,5,3,910000,3500
12988,Fuencarral,159.0,4,2,410000,2579
12987,Fuentelarreina,205.0,3,3,820000,4000
12986,Montecarmelo,140.0,4,2,700000,5000
12985,Fuencarral,130.0,3,2,545000,4192
12984,Tres Olivos - Valverde,90.0,2,2,365000,4056
12983,Peñagrande,394.0,7,5,1343500,3410
12982,Fuencarral,147.0,4,2,475000,3231
12980,La Paz,160.0,4,3,670000,4188
12979,Tres Olivos - Valverde,40.0,1,1,140000,3500
12978,Las Tablas,121.0,3,2,530000,4380
12977,El Pardo,150.0,4,1,590000,3933
12976,Montecarmelo,54.0,1,1,265000,4907
12975,Las Tablas,104.0,3,2,430000,4135
12974,Peñagrande,72.0,3,1,230000,3194
12973,Tres Olivos - Valverde,60.0,1,1,235000,3917
12972,Pilar,60.0,2,1,260000,4333
12971,Las Tablas,77.0,2,2,390000,5065
12970,La Paz,55.0,1,1,219999,4000
12969,Pilar,78.0,3,1,234000,3000
12968,Las Tablas,98.0,2,2,387000,3949
12966,Pilar,108.0,3,1,335000,3102
12965,Peñagrande,86.0,2,2,560000,6512
12964,Pilar,100.0,3,2,250000,2500
12963,Pilar,85.0,3,1,230000,2706
12962,Peñagrande,513.0,6,5,990000,1930
12961,Peñagrande,112.0,4,2,405000,3616
12960,La Paz,122.0,4,2,375000,3074
12959,Peñagrande,383.0,4,4,850000,2219
12958,Fuencarral,98.0,2,1,375000,3827
12957,Montecarmelo,50.0,1,1,350000,7000
12956,La Paz,122.0,4,2,375000,3074
12955,Fuencarral,90.0,3,1,190000,2111
12954,Montecarmelo,120.0,2,2,495000,4125
12953,Fuencarral,65.0,2,1,270000,4154
12952,Pilar,70.0,3,1,220000,3143
12951,La Paz,61.0,1,1,245000,4016
12950,Peñagrande,384.0,4,4,850000,2214
12949,Fuencarral,190.0,3,2,550000,2895
12948,Fuencarral,100.0,4,1,385000,3850
12947,Fuencarral,82.0,4,2,260000,3171
12946,Fuencarral,185.0,4,2,650000,3514
12945,Peñagrande,71.0,1,1,249000,3507
12944,Fuencarral,70.0,2,1,230000,3286
12943,Fuencarral,153.0,4,2,755000,4935
12942,Peñagrande,383.0,4,4,850000,2219
12941,Peñagrande,115.0,4,2,420000,3652
12940,Fuencarral,120.0,3,2,455000,3792
12939,Peñagrande,383.0,4,4,850000,2219
12937,Pilar,140.0,3,2,330000,2357
12935,Fuencarral,108.0,3,2,339000,3139
12932,Peñagrande,58.0,2,1,150000,2586
12930,Las Tablas,140.0,3,2,535000,3821
12929,Pilar,63.0,2,1,180000,2857
12928,Las Tablas,104.0,3,2,430000,4135
12927,Las Tablas,105.0,3,2,390000,3714
12926,Mirasierra,213.0,5,3,760000,3568
12924,Peñagrande,371.0,5,4,775000,2089
12923,Tres Olivos - Valverde,60.0,3,1,142000,2367
12922,Peñagrande,377.0,5,5,795000,2109
12921,Pilar,43.0,2,1,160000,3721
12920,Fuentelarreina,240.0,4,3,860000,3583
12919,Arroyo del Fresno,360.0,5,4,860000,2389
12918,Peñagrande,157.0,4,2,530000,3376
12917,Peñagrande,343.0,4,4,1034000,3015
12916,Las Tablas,134.0,3,2,512000,3821
12915,Peñagrande,184.0,4,3,710000,3859
12914,Peñagrande,389.0,6,3,830000,2134
12913,Pilar,102.0,3,2,449000,4402
12912,La Paz,220.0,5,4,998000,4536
12911,La Paz,135.0,3,2,700000,5185
12910,Mirasierra,305.0,5,5,1187500,3893
12909,Las Tablas,107.0,3,2,545000,5093
12908,Montecarmelo,113.0,3,2,630000,5575
12907,Fuentelarreina,254.0,4,4,795000,3130
12906,Mirasierra,215.0,4,4,895000,4163
12905,Las Tablas,146.0,3,3,630000,4315
12904,Tres Olivos - Valverde,54.0,2,1,150000,2778
12903,Peñagrande,103.0,3,2,372000,3612
12902,Mirasierra,230.0,5,3,880000,3826
12901,Las Tablas,150.0,4,2,550000,3667
12900,Montecarmelo,200.0,4,3,825000,4125
12899,Peñagrande,92.0,3,1,275000,2989
12898,Fuencarral,185.0,3,3,825000,4459
12897,Fuencarral,300.0,5,4,1187500,3958
12896,Peñagrande,95.0,3,1,285000,3000
12895,La Paz,210.0,5,3,790000,3762
12894,Fuencarral,79.0,1,1,281000,3557
12893,Fuencarral,144.0,3,2,480000,3333
12892,Montecarmelo,195.0,4,2,776000,3979
12891,Las Tablas,36.0,0,1,230000,6389
12889,Las Tablas,125.0,3,2,530000,4240
12888,Tres Olivos - Valverde,85.0,3,1,265000,3118
12887,Fuencarral,100.0,3,1,330000,3300
12886,Tres Olivos - Valverde,110.0,2,1,215000,1955
12885,Tres Olivos - Valverde,110.0,2,2,265000,2409
12884,Fuencarral,60.0,0,1,285000,4750
12883,Fuencarral,98.0,2,2,449000,4582
12882,Montecarmelo,170.0,1,1,550000,3235
12881,Fuencarral,72.0,3,1,220000,3056
12880,Fuencarral,394.0,7,5,1343500,3410
12879,Peñagrande,407.0,5,5,929000,2283
12878,Fuencarral,70.0,2,1,157260,2247
12877,Tres Olivos - Valverde,42.0,1,1,150000,3571
12876,Pilar,53.0,2,1,210000,3962
12875,Pilar,60.0,2,1,190000,3167
12874,Pilar,61.0,2,1,160000,2623
12873,Tres Olivos - Valverde,90.0,2,2,365000,4056
12872,Las Tablas,97.0,3,2,385000,3969
12871,La Paz,160.0,4,2,600000,3750
12870,Pilar,68.0,2,1,210000,3088
12869,Fuencarral,181.0,4,3,780000,4309
12868,Arroyo del Fresno,126.0,3,2,555000,4405
12867,Las Tablas,113.0,3,2,680000,6018
12866,Las Tablas,95.0,2,2,396000,4168
12865,Peñagrande,180.0,6,3,850000,4722
12864,Peñagrande,120.0,4,2,440000,3667
12863,Mirasierra,129.0,3,2,530000,4109
12862,Pilar,56.0,2,1,185000,3304
12861,Pilar,50.0,1,1,199999,4000
12860,Pilar,80.0,2,1,265000,3312
12859,Mirasierra,110.0,3,2,465000,4227
12858,Pilar,70.0,2,1,260000,3714
12857,Peñagrande,123.0,4,2,480000,3902
12856,Peñagrande,380.0,5,5,960000,2526
12855,Peñagrande,50.0,1,1,150000,3000
12854,Tres Olivos - Valverde,90.0,3,1,170000,1889
12853,Peñagrande,143.0,3,3,550000,3846
12852,Las Tablas,110.0,3,2,460000,4182
12851,Arroyo del Fresno,100.0,2,2,420000,4200
12850,La Paz,129.0,3,2,375000,2907
12849,Fuencarral,65.0,2,1,188470,2900
12847,Fuencarral,68.0,2,1,259000,3809
12846,Fuencarral,123.0,3,2,450000,3659
12845,Fuencarral,47.0,0,1,230000,4894
12844,Fuencarral,240.0,4,3,850000,3542
12843,Peñagrande,65.0,2,1,175000,2692
12842,La Paz,130.0,3,2,670000,5154
12841,Mirasierra,110.0,4,2,420000,3818
12840,Pilar,56.0,2,1,190000,3393
12839,Fuencarral,120.0,3,2,445000,3708
12838,Tres Olivos - Valverde,106.0,3,2,269000,2538
12837,La Paz,130.0,3,2,420000,3231
12836,Peñagrande,89.0,2,2,500000,5618
12835,Fuencarral,53.0,1,1,240000,4528
12834,Las Tablas,96.0,2,1,375000,3906
12833,Montecarmelo,128.0,3,2,620000,4844
12832,Pilar,52.0,2,1,220000,4231
12831,Fuencarral,110.0,2,2,430000,3909
12830,Fuencarral,80.0,3,1,270000,3375
12829,Las Tablas,160.0,4,2,650000,4062
12828,El Pardo,72.0,2,1,250000,3472
12827,Las Tablas,93.0,3,2,490000,5269
12826,Las Tablas,192.0,4,3,845000,4401
12825,Peñagrande,265.0,4,4,850000,3208
12824,Peñagrande,54.0,2,1,180000,3333
12822,Pilar,56.0,2,1,181000,3232
12821,Pilar,60.0,2,1,210000,3500
12820,Tres Olivos - Valverde,110.0,3,2,300000,2727
12819,Las Tablas,115.0,2,2,469000,4078
12818,Pilar,70.0,2,1,260000,3714
12817,Peñagrande,80.0,3,2,260000,3250
12816,Pilar,193.0,5,3,530000,2746
12815,Las Tablas,120.0,3,2,650000,5417
12814,Las Tablas,180.0,3,2,750000,4167
12813,Mirasierra,340.0,4,4,1450000,4265
12812,Tres Olivos - Valverde,76.0,3,1,168000,2211
12811,Fuencarral,56.0,2,1,160000,2857
12810,Fuencarral,132.0,3,2,540000,4091
12809,Pilar,126.0,3,2,360000,2857
12808,Peñagrande,39.0,1,1,150000,3846
12807,Peñagrande,250.0,5,4,749000,2996
12805,Peñagrande,120.0,3,2,497900,4149
12804,Tres Olivos - Valverde,90.0,3,1,230000,2556
12803,Pilar,70.0,2,2,247000,3529
12802,Fuencarral,62.0,2,1,193000,3113
12801,Tres Olivos - Valverde,70.0,3,1,180000,2571
12800,Peñagrande,96.0,3,2,330000,3438
12799,Pilar,66.0,2,1,220000,3333
12798,Peñagrande,60.0,2,1,190000,3167
12797,Peñagrande,93.0,3,1,218000,2344
12796,Montecarmelo,130.0,3,2,840000,6462
12795,Las Tablas,110.0,3,2,510000,4636
12794,Pilar,59.0,2,1,230000,3898
12793,El Pardo,80.0,3,1,260000,3250
12792,Peñagrande,140.0,3,2,725000,5179
12791,La Paz,178.0,4,3,730000,4101
12790,Tres Olivos - Valverde,70.0,2,1,200000,2857
12789,Fuencarral,53.0,2,1,179140,3380
12787,Fuencarral,146.0,4,2,398000,2726
12786,Fuencarral,101.0,3,2,410000,4059
12785,El Pardo,90.0,4,1,290000,3222
12784,Peñagrande,351.0,5,5,800000,2279
12782,Fuentelarreina,144.0,2,3,662000,4597
12781,Tres Olivos - Valverde,150.0,4,2,394000,2627
12780,Peñagrande,246.0,5,4,749000,3045
12779,Fuencarral,208.0,4,5,890000,4279
12778,Fuencarral,170.0,4,3,937143,5513
12777,Las Tablas,101.0,2,2,410000,4059
12776,Tres Olivos - Valverde,90.0,2,1,240000,2667
12775,Pilar,220.0,5,3,735000,3341
12774,Pilar,220.0,5,3,735000,3341
12773,Fuencarral,484.0,7,4,895000,1849
12772,Peñagrande,110.0,3,2,425000,3864
12771,Pilar,70.0,3,1,230000,3286
12770,Pilar,60.0,2,1,169500,2825
12769,Fuencarral,110.0,4,2,415000,3773
12768,Peñagrande,70.0,3,1,160000,2286
12767,Fuencarral,180.0,6,3,540000,3000
12765,Fuencarral,300.0,4,3,850000,2833
12764,Fuencarral,140.0,4,2,560000,4000
12763,Fuencarral,90.0,3,1,190000,2111
12762,Fuencarral,85.0,3,1,275000,3235
12761,Fuencarral,161.0,4,2,598500,3717
12760,Fuencarral,338.0,4,4,799000,2364
12759,Fuencarral,394.0,3,2,1343500,3410
12757,Peñagrande,465.0,5,4,950000,2043
12756,Pilar,60.0,2,1,170000,2833
12755,Fuencarral,106.0,3,2,325000,3066
12754,Montecarmelo,138.0,3,2,630000,4565
12753,Pilar,66.0,2,1,250000,3788
12752,Las Tablas,100.0,3,2,480000,4800
12751,Peñagrande,43.0,1,1,250000,5814
12750,Peñagrande,80.0,3,1,229000,2862
12749,La Paz,122.0,3,2,375000,3074
12748,Montecarmelo,115.0,3,2,630000,5478
12747,Pilar,60.0,2,1,200000,3333
12746,La Paz,122.0,4,2,375000,3074
12745,Mirasierra,95.0,3,2,390000,4105
12744,Las Tablas,125.0,3,2,650000,5200
12743,Peñagrande,580.0,6,6,1190000,2052
12742,Fuencarral,165.0,2,2,610000,3697
12741,Peñagrande,53.0,1,1,240000,4528
12740,Pilar,70.0,3,1,285000,4071
12739,Montecarmelo,140.0,4,3,780000,5571
12738,Fuencarral,124.0,3,2,585000,4718
12737,Fuencarral,371.0,5,4,849000,2288
12736,Tres Olivos - Valverde,42.0,1,1,137000,3262
12735,Tres Olivos - Valverde,60.0,3,1,140000,2333
12734,Mirasierra,99.0,4,1,420000,4242
12733,Mirasierra,83.0,3,1,375000,4518
12732,Montecarmelo,134.0,3,3,570000,4254
12731,Fuencarral,179.0,5,3,290000,1620
12730,Las Tablas,112.0,3,2,455000,4062
12729,Pilar,55.0,2,1,179000,3255
12728,La Paz,120.0,4,2,349000,2908
12727,Peñagrande,121.0,3,2,390000,3223
12726,Montecarmelo,61.0,1,1,335000,5492
12725,Pilar,53.0,2,1,165000,3113
12724,Tres Olivos - Valverde,70.0,3,1,159000,2271
12723,Las Tablas,68.0,1,1,309000,4544
12722,Montecarmelo,121.0,3,2,550000,4545
12721,Montecarmelo,134.0,3,2,565000,4216
12720,La Paz,94.0,3,1,255000,2713
12719,Fuencarral,248.0,4,4,700000,2823
12718,Fuencarral,55.0,2,1,179999,3273
12717,Las Tablas,118.0,3,2,520000,4407
12716,Las Tablas,88.0,2,2,415000,4716
12715,Fuencarral,111.0,0,1,330000,2973
12714,Peñagrande,52.0,1,1,248000,4769
12713,Pilar,62.0,2,1,167000,2694
12712,Las Tablas,70.0,0,1,319900,4570
12711,La Paz,117.0,3,2,390000,3333
12710,Mirasierra,135.0,3,2,600000,4444
12709,Tres Olivos - Valverde,48.0,2,2,152000,3167
12708,Las Tablas,125.0,3,2,545000,4360
12707,Peñagrande,53.0,1,1,240000,4528
12706,Peñagrande,100.0,3,2,660000,6600
12705,Fuencarral,428.0,7,6,985000,2301
12704,Peñagrande,260.0,5,4,650000,2500
12703,La Paz,140.0,3,2,499000,3564
12702,Montecarmelo,76.0,1,1,350000,4605
12701,Mirasierra,235.0,5,4,900000,3830
12700,La Paz,167.0,5,3,530000,3174
12699,Montecarmelo,95.0,2,2,497000,5232
12698,Pilar,64.0,3,1,199500,3117
12697,Peñagrande,115.0,3,2,480000,4174
12696,Pilar,75.0,1,1,295000,3933
12695,Las Tablas,160.0,4,2,550000,3438
12694,Montecarmelo,157.0,3,2,489900,3120
12693,Fuentelarreina,245.0,4,4,783000,3196
12692,Tres Olivos - Valverde,100.0,4,2,350000,3500
12690,Peñagrande,120.0,3,2,527000,4392
12689,Fuencarral,56.0,2,1,140000,2500
12688,Pilar,98.0,2,2,390000,3980
12687,Fuencarral,60.0,2,1,175000,2917
12686,Las Tablas,180.0,4,2,805000,4472
12685,Peñagrande,450.0,6,5,1160000,2578
12684,Pilar,78.0,3,1,234000,3000
12683,Pilar,68.0,1,1,240000,3529
12682,Las Tablas,133.0,2,2,498995,3752
12680,Tres Olivos - Valverde,60.0,1,1,235000,3917
12679,Peñagrande,520.0,7,4,925000,1779
12678,Peñagrande,120.0,3,2,395000,3292
12677,Tres Olivos - Valverde,60.0,1,1,160000,2667
12675,Las Tablas,102.0,2,2,430000,4216
12674,Las Tablas,92.0,2,2,415000,4511
12673,La Paz,147.0,4,2,475000,3231
12672,Pilar,130.0,3,2,320000,2462
12671,Tres Olivos - Valverde,74.0,2,1,199000,2689
12670,Arroyo del Fresno,89.0,3,1,310000,3483
12669,Pilar,116.0,4,2,460000,3966
12667,Pilar,121.0,3,2,440000,3636
12666,Fuencarral,120.0,2,2,430000,3583
12665,Tres Olivos - Valverde,55.0,2,1,170000,3091
12664,Tres Olivos - Valverde,55.0,2,1,158000,2873
12663,Mirasierra,88.0,3,1,390000,4432
12662,Pilar,64.0,2,1,205000,3203
12661,La Paz,151.0,4,3,650000,4305
12660,La Paz,105.0,2,2,340000,3238
12659,Mirasierra,191.0,3,3,760000,3979
12658,Las Tablas,90.0,2,2,439000,4878
12657,Fuentelarreina,499.0,4,5,1175000,2355
12656,Peñagrande,96.0,3,1,244500,2547
12655,La Paz,140.0,3,2,500000,3571
12654,Arroyo del Fresno,95.0,3,2,390000,4105
12653,Las Tablas,180.0,3,3,590000,3278
12652,La Paz,166.0,5,2,619000,3729
12651,La Paz,74.0,2,1,285000,3851
12650,La Paz,160.0,4,2,548000,3425
12649,La Paz,100.0,3,1,300000,3000
12648,La Paz,220.0,4,3,950000,4318
12647,Pilar,60.0,2,1,199900,3332
12645,Fuencarral,67.0,2,1,200000,2985
12644,Fuencarral,90.0,3,1,190000,2111
12643,Montecarmelo,98.0,2,2,425000,4337
12642,Pilar,139.0,3,2,360000,2590
12641,Montecarmelo,110.0,3,2,475000,4318
12640,La Paz,122.0,3,2,375000,3074
12639,Peñagrande,371.0,5,4,849000,2288
12638,Las Tablas,113.0,2,2,459000,4062
12637,La Paz,220.0,5,3,998000,4536
12636,Fuencarral,138.0,3,2,676000,4899
12635,Fuencarral,200.0,5,4,900000,4500
12634,Peñagrande,67.0,3,1,225000,3358
12633,Fuencarral,236.0,5,4,1090000,4619
12632,Fuencarral,302.0,5,4,995000,3295
12631,Fuencarral,587.0,6,5,1450000,2470
12629,Fuencarral,383.0,5,4,1330000,3473
12628,Fuencarral,467.0,5,5,1395000,2987
12627,Peñagrande,173.0,4,3,1060000,6127
12626,La Paz,160.0,4,2,600000,3750
12625,Las Tablas,113.0,2,2,459000,4062
12624,Fuencarral,65.0,1,1,375000,5769
12623,Fuencarral,120.0,3,2,395000,3292
12622,Peñagrande,75.0,3,1,240000,3200
12621,Peñagrande,505.0,6,5,995000,1970
12620,Fuencarral,220.0,6,3,810000,3682
12619,Peñagrande,177.0,3,3,700000,3955
12618,La Paz,260.0,5,4,950000,3654
12617,Tres Olivos - Valverde,211.0,5,3,420000,1991
12615,Fuencarral,499.0,4,5,1325000,2655
12614,Tres Olivos - Valverde,150.0,4,2,394000,2627
12613,Mirasierra,251.0,6,5,1200000,4781
12612,Pilar,69.0,2,1,230000,3333
12611,Fuentelarreina,145.0,2,3,662000,4566
12610,Pilar,71.0,3,1,225000,3169
12609,Las Tablas,113.0,2,2,430000,3805
12608,Pilar,58.0,2,1,210000,3621
12607,La Paz,74.0,3,1,270000,3649
12606,Peñagrande,110.0,3,2,425000,3864
12605,Montecarmelo,167.0,5,3,776180,4648
12604,Pilar,56.0,2,1,180000,3214
12603,Las Tablas,108.0,3,2,480000,4444
12602,Fuencarral,87.0,2,2,465000,5345
12601,Peñagrande,304.0,5,4,850000,2796
12600,Fuencarral,382.0,5,4,1395000,3652
12599,Pilar,54.0,1,1,180000,3333
12598,Fuencarral,82.0,2,2,335000,4085
12595,Peñagrande,180.0,3,2,730000,4056
12593,Fuencarral,242.0,5,3,1150000,4752
12592,Fuencarral,360.0,6,4,870000,2417
12591,Fuencarral,487.0,6,5,1400000,2875
12589,La Paz,115.0,3,2,475000,4130
12588,La Paz,220.0,5,3,798000,3627
12587,La Paz,146.0,3,2,500000,3425
12586,La Paz,141.0,3,2,492500,3493
12585,Pilar,50.0,2,1,164000,3280
12584,Fuencarral,121.0,2,2,465000,3843
12583,Fuencarral,168.0,3,2,430000,2560
12582,Arroyo del Fresno,77.0,2,1,290000,3766
12581,Pilar,47.0,2,1,197000,4191
12580,Pilar,50.0,2,1,252000,5040
12579,Pilar,66.0,2,1,163000,2470
12578,La Paz,127.0,3,2,410000,3228
12577,Pilar,61.0,2,1,175000,2869
12576,Fuentelarreina,245.0,4,3,719000,2935
12575,Pilar,63.0,3,1,219000,3476
12574,Peñagrande,124.0,3,2,460000,3710
12573,Tres Olivos - Valverde,87.0,2,2,256000,2943
12572,Peñagrande,234.0,5,6,975000,4167
12571,La Paz,122.0,3,2,375000,3074
12570,Peñagrande,140.0,3,2,735000,5250
12569,Montecarmelo,121.0,3,2,599000,4950
12567,Peñagrande,58.0,2,1,135000,2328
12566,Las Tablas,93.0,2,2,395000,4247
12565,El Pardo,75.0,3,1,222000,2960
12564,Montecarmelo,75.0,2,1,335000,4467
12563,Las Tablas,125.0,3,2,530000,4240
12562,Fuentelarreina,245.0,5,3,750000,3061
12561,Peñagrande,265.0,4,3,850000,3208
12560,Peñagrande,430.0,5,5,1050000,2442
12559,Arroyo del Fresno,150.0,3,2,690000,4600
12558,La Paz,60.0,1,1,240000,4000
12557,Las Tablas,110.0,2,2,550000,5000
12556,Arroyo del Fresno,95.0,3,2,465000,4895
12555,La Paz,113.0,3,2,339000,3000
12554,Fuentelarreina,360.0,3,4,1300000,3611
12553,Peñagrande,72.0,3,1,175000,2431
12552,Peñagrande,70.0,3,1,230000,3286
12551,La Paz,151.0,4,2,489999,3245
12549,Las Tablas,124.0,3,2,549000,4427
12548,Peñagrande,400.0,5,5,980000,2450
12547,Fuencarral,88.0,3,2,189000,2148
12546,Fuencarral,72.0,3,1,199000,2764
12545,Fuencarral,122.0,4,3,385000,3156
12544,Las Tablas,85.0,2,2,380000,4471
12543,Peñagrande,267.0,5,3,590000,2210
12542,Peñagrande,375.0,6,6,1070000,2853
12541,Peñagrande,299.0,6,6,1250000,4181
12540,Peñagrande,242.0,5,6,1050000,4339
12539,Peñagrande,299.0,6,6,1200000,4013
12538,Fuentelarreina,222.0,5,4,1409000,6347
12537,Mirasierra,92.0,4,1,359000,3902
12536,Fuentelarreina,262.0,4,3,891000,3401
12535,Montecarmelo,180.0,4,3,650000,3611
12534,Pilar,60.0,2,1,160000,2667
12533,Peñagrande,84.0,2,2,312000,3714
12532,Arroyo del Fresno,95.0,3,2,420000,4421
12531,La Paz,150.0,4,2,428000,2853
12530,El Pardo,130.0,3,2,385000,2962
12529,Mirasierra,96.0,4,2,335000,3490
12528,Peñagrande,299.0,6,6,1250000,4181
12527,Peñagrande,234.0,4,4,975000,4167
12526,La Paz,69.0,2,1,425000,6159
12525,Peñagrande,178.0,4,3,1384000,7775
12524,Peñagrande,122.0,3,2,583000,4779
12523,Peñagrande,187.0,4,3,800000,4278
12522,Peñagrande,123.0,3,2,618000,5024
12521,Montecarmelo,135.0,2,2,625000,4630
12520,Las Tablas,98.0,2,2,410000,4184
12519,Las Tablas,155.0,4,3,653429,4216
12518,Peñagrande,82.0,2,2,501314,6114
12517,Peñagrande,95.0,3,2,567076,5969
12516,Peñagrande,91.0,3,2,551850,6064
12515,Peñagrande,90.0,3,2,543372,6037
12514,Tres Olivos - Valverde,90.0,2,1,240000,2667
12513,Peñagrande,267.0,5,3,590000,2210
12512,Peñagrande,143.0,4,3,730000,5105
12511,Peñagrande,117.0,3,2,545000,4658
12510,Fuentelarreina,201.0,4,2,944000,4697
12509,Montecarmelo,180.0,6,3,700000,3889
12508,Tres Olivos - Valverde,190.0,5,3,465000,2447
12507,Pilar,55.0,2,1,179000,3255
12506,Mirasierra,145.0,4,2,549000,3786
12505,Pilar,56.0,2,1,190000,3393
12504,Fuencarral,84.0,3,1,175000,2083
12502,Peñagrande,146.0,3,2,675000,4623
12501,Peñagrande,147.0,3,2,675000,4592
12500,Peñagrande,229.0,3,2,715000,3122
12499,Peñagrande,154.0,3,2,696000,4519
12498,Peñagrande,226.0,3,2,715000,3164
12497,Peñagrande,158.0,3,2,675000,4272
12496,Peñagrande,147.0,3,2,665000,4524
12495,Fuencarral,147.0,3,3,675000,4592
12494,Fuencarral,157.0,3,3,665000,4236
12492,Fuentelarreina,146.0,2,3,690000,4726
12489,Peñagrande,79.0,2,1,225000,2848
12488,Tres Olivos - Valverde,95.0,0,2,230000,2421
12487,Peñagrande,93.0,3,2,369000,3968
12486,Peñagrande,80.0,3,1,275000,3438
12485,Arroyo del Fresno,105.0,3,2,475000,4524
12484,Peñagrande,59.0,1,1,267000,4525
12483,Tres Olivos - Valverde,211.0,4,3,420000,1991
12482,Arroyo del Fresno,160.0,4,4,750000,4688
12481,Arroyo del Fresno,167.0,4,3,790000,4731
12480,Mirasierra,169.0,3,3,1199000,7095
12479,Mirasierra,152.0,4,3,824000,5421
12478,Las Tablas,125.0,3,2,565000,4520
12477,La Paz,143.0,4,2,530000,3706
12476,La Paz,229.0,4,4,715000,3122
12475,Montecarmelo,120.0,3,2,570000,4750
12474,Pilar,151.0,5,2,515000,3411
12473,Peñagrande,75.0,2,1,320000,4267
12472,La Paz,110.0,4,2,330000,3000
12471,Mirasierra,225.0,5,4,930000,4133
12470,Montecarmelo,305.0,5,5,1298000,4256
12469,Las Tablas,106.0,2,2,450000,4245
12468,Tres Olivos - Valverde,468.0,7,5,1400000,2991
12467,Las Tablas,90.0,2,2,400000,4444
12466,Tres Olivos - Valverde,160.0,4,1,340000,2125
12465,Montecarmelo,134.0,3,2,575000,4291
12464,Fuentelarreina,246.0,5,3,740000,3008
12463,Tres Olivos - Valverde,171.0,4,3,632000,3696
12462,Montecarmelo,302.0,5,3,1324000,4384
12461,Montecarmelo,302.0,5,3,1335000,4421
12460,Montecarmelo,301.0,4,3,1365000,4535
12459,Peñagrande,150.0,3,2,660000,4400
12458,Las Tablas,133.0,2,2,499900,3759
12457,Peñagrande,170.0,3,3,710000,4176
12455,Las Tablas,130.0,3,2,619543,4766
12454,Las Tablas,168.0,4,4,777385,4627
12453,Peñagrande,210.0,4,3,1225190,5834
12452,Peñagrande,158.0,4,3,940732,5954
12451,Pilar,52.0,2,1,175000,3365
12450,Fuencarral,74.0,3,1,176000,2378
12449,Fuencarral,241.0,5,5,890000,3693
12448,Fuencarral,312.0,5,6,975000,3125
12447,Pilar,59.0,2,1,265000,4492
12446,Mirasierra,341.0,5,5,1363000,3997
12445,Fuentelarreina,245.0,5,3,765000,3122
12443,Fuencarral,38.0,1,1,149000,3921
12442,Montecarmelo,134.0,3,2,650000,4851
12441,Tres Olivos - Valverde,450.0,7,5,1240000,2756
12440,Tres Olivos - Valverde,400.0,6,5,1330000,3325
12439,Peñagrande,89.0,3,1,265000,2978
12438,Las Tablas,77.0,2,2,390000,5065
12437,Las Tablas,132.0,3,2,535000,4053
12436,Mirasierra,450.0,6,5,1350000,3000
12435,Fuencarral,373.0,6,4,1275000,3418
12434,Pilar,90.0,3,2,310000,3444
12433,Fuentelarreina,359.0,8,5,870000,2423
12432,Mirasierra,99.0,4,1,420000,4242
12431,Fuencarral,177.0,4,3,745000,4209
12430,Las Tablas,155.0,4,3,671706,4334
12429,Las Tablas,35.0,0,1,230000,6571
12428,La Paz,143.0,4,2,430000,3007
